"순번","국가명","무역관명","무역관주소","공항무역관이동"
87.0,아랍에미리트,두바이 무역관,"ㅇ 주소 : Korea Trade Center, P.O. Box 12859, #202, Level 102, Arenco Tower, Dubai Media City, Dubai, U.A.E.ㅇ 전화번호 : +971 4 450 4360ㅇ 팩스 : +971 4 450 4350ㅇ 이메일 :  info@kotra.ae (대표), sj.park@kotra.or.kr (전시회 통역 구인 문의)ㅇ 근무시간 - 월~목 : 8시 30분~ 18시 00분(한국 시간 13시 30분 ~ 23시  00분) (중식시간) 12시 00분~13시 00분(한국 시간 17시 00분~18시 00분)- 금 : 8시 30분~1시 00분(한국 시간 13시 30분~18시 00분)ㅇ 정기휴일 : 토, 일","ㅇ 두바이 공항에서 무역관으로 이동- (택시) 미디어 시티(Media City)의 아렌코 타워(Arenco Tower)로 목적지 안내, 요금은 약 130디르함(한화 4만 5천원) 내외- (메트로) 두바이 국제공항은 3개의 터미널이 있으며, 터미널 1과 3은 메트로역과 연결되어 있어 에미레이트 항공(터미널 3)이나 대한항공(터미널 1) 이용 시 편리함. 레드라인을 타고 UAE Exchange 방면  알카일(Al Khail) 역에 하차, 5분 정도 도보 이동 시 아렌코 타워 도착ㅇ 아부다비 공항에서 무역관으로 이동- (택시) 아부다비는 두바이와 달리 메트로가 없고 공항버스는 두바이 반대방면인 아부다비 시내버스 터미널까지만 운행되어 주로 택시를 이용- (버스) 에티하드 항공 이용 시 아부다비-두바이 간 리무진 버스가 무료로 운행되나, 버스 하차 후 다시 택시로 갈아타야 무역관으로 이동 가능무역관이 있는 건물인 아렌코 타워(Arenco Tower)에 도착하면 로비에 있는 경비 인력에 방문처를 밝히고 신분증 제시 후 기본 정보를 적으면 건물 출입이 가능하다. 로비가 있는 층인 G층에서 엘리베이터를 타고 0층으로 이동, 0층 로비를 거쳐 좌측에 보이는 엘리베이터로 갈아탄 후 2층으로 올라오면 된다. 무역관 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋으며, 무역관 직원에 사전 요청 할 경우 건물 내 주차가 가능하다. 사전 주차 신청을 못했을 경우, 건물 앞 유료 주차장을 이용하면 된다."
88.0,스페인,마드리드 무역관,"  ㅇ 주소: Paseo de la Castellana, 95, Torre Europa, planta 9, KOTRA, Madrid, 28046, Spain  ㅇ 전화번호: +34-91-556-6241  ㅇ 이메일: kotramadrid@kotra.or.kr  ㅇ 홈페이지: https://www.kotra.or.kr/madrid/index.do   ㅇ 근무시간: 월~금(09:00~13:30, 14:30~18:00)","  ㅇ 공항 출발 시      - 지하철: 공항에서 지하철 8호선 승차-누에보스 미니스떼리오스역 하차(Nuevos Ministerios)-10호선으로 갈아타기-산띠아고 베르나베우 역 하차(Santiago Bernabeu)하면 무역관에 도착한다. 총 요금은 5.00유로이며, 약 30분 소요된다.    - 버스: 공항에서 ALSA 버스 224번에 승차해 아베니다 데 아메리까(Avenida de America) 역에서 하차해, 10호선으로 갈아타 산띠아고 베르나베우 역에서 하차(Santiago Bernab&eacute;u)할 수 있다. 그러나 버스비와 지하철비를 별도로 지불해야 하며 갈아탈 때 발생하는 시간과 거리를 감안할 때, 지하철로 이동하는 것이 편리하며 경제적이다.    - 택시: 공항-마드리드 무역관(또레 에우로빠, Torre Europa)까지 요금은 약 33유로로 고정금액이 적용되며, 교통체증이 없을 시 약 20분이 소요된다.  ㅇ 건물 도착 후     - 로비 Security Desk에서 방문처를 밝히고 신분증을 제시하면 무역관에 유선으로 확인 후 출입증을 제공해 준다. 무역관의 확인을 위하여 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋다. "
89.0,사우디아라비아,KOTRA 리야드무역관,"  ㅇ 주소: KOTRA, Commercial Section of the Embassy of the Republic of Korea, 8th fl. Legend Tower, King Fahd Branch Road, Al Olaya, Riyadh, Kingdom of Saudi Arabia  ㅇ 대표전화: +966-11-273-4496  ㅇ 대표이메일: kotrariy@kotra.org.sa  ㅇ 홈페이지: https://www.kotra.or.kr/riyadh/","리야드 공항의 정식 명칭은 King Khalid International Airport이다.리야드무역관은 리야드 공항에서 약 40km 떨어져 있으며, 리야드 시내 중심 도로인 King Fahd Branch Road에 위치한 Legend Tower 8층에 입주해 있다. 사우디는 대중교통이 발달하지 않아 리야드 공항과 무역관 간 이동은 택시를 이용해야 한다.택시 비용은 교통 사정에 따라 80~120 사우디 리얄(약 21~32 달러) 정도이고, 요금 결제 및 안전상 이유로 Careem, Bolt, Uber 등 모바일 어플리케이션 사용을 추천한다.무역관 건물명은 Legend Tower이지만 택시기사 및 일반인들에게 건물명을 말할 경우 찾지 못하는 경우가 대부분이다.이에 무역관을 방문할 경우 구글맵 등에서 KOTRA Riyadh를 검색하여 기사에게 보여주면 된다."
90.0,코트디부아르,아비장 무역관,"  ㅇ 주소: KOTRA Abidjan, Ambassade de Cor&eacute;e, 2i&egrave;me etage, Immeuble NSIA Banque, Rue des jardins, Deux Plateaux, Cocody, Abidjan, Cote d&#39;Ivoire  ㅇ 전화번호: +225-27-2251-4715  ㅇ 홈페이지: https://www.kotra.or.kr/subList/20000005998/ovrssKbc/selectOvrssKbcDetail.do?deptCd=9619","  ㅇ 아비장 공항에서 찾아오시는 길    - 공항에서 무역관으로 오는 길은 공항 - 신 대교(Nouveau pont; 누보 뽕) - Deux Plateaux Vallon(둬 쁠라또 발롱) &ndash; Rue des jardins(뤼 데 쟈르뎅) - Immeuble NSIA(이뫼블 엔시아) 순서로 오는 것이 가장 무난한 경로이다.    ㅇ 택시     - 아비장의 경우 외국인이 편히 사용할 수 있는 대중교통이 없어 공항에서 KOTRA 아비장무역관까지 이동 수단은 사실상 택시다 유일하다. 택시 기사에게 Deux Plateaux Vallon, Rue des Jardins로 가자고 해야 한다. 유감스럽게 도로명은 있으나 주소 체계가 확립되어 있지 않아 건물 이름을 알려주어야 한다. 따라서 Immeuble NSIA로 가자고 해야 하는데 혹시 기사가 모르면 비교적 유명한 베트남 식당인 Nuit de Saigon(뉘 드 사이공) 근처에 있다고 하면 된다."
91.0,남아프리카공화국,요하네스버그 무역관,"  ㅇ 주소: 18th Floor, Sandton Office Tower, Corner Rivonia Road &amp; 5th Street, Sandton, South Africa  ㅇ 전화번호: +27-11-784-2940","요하네스버그 공항에서 무역관까지는 약 40Km(45분 소요) 거리이다. 개인택시를 이용할 경우 약 400~500랜드(22~28달러), 우버택시를 이용하면 약 300~400랜드(17~22달러) 정도 지불한다. 택시 표시가 되어 있는 택시나 호텔에서 운영하는 승합차도 이용할 수 있다. 투숙호텔의 승합차가 없을 경우 SANDTON 지역 호텔이 운영하는 승합차를 이용하여 SANDTON 지역까지 도착한 후, 무역관까지는 택시를 이용할 수 있다. 호텔 카운터에 CALL TAXI를 요청하면 된다. 요하네스버그 국제공항-샌톤 지역 간 고속철(Gautrain)도 이용할 수 있다. 공항에서 입국심사를 마친 후 도착 출구로 나와 안내정보 표지판 옆 에스컬레이터를 타고 한 층 올라가서 공항 내 도보 20~30m 후 고속철도 역에서 탑승한다. 공항에서 Sandton역까지의 요금은 206랜드(11~12달러)이며, Sandton 역에서 무역관까지의 거리는 약 500m로 도보로 이동이 가능하다.개인 승용차를 이용한 호객행위 차량은 치안을 위해 삼가야 한다.자가 운전 시 무역관은 SANDTON CITY SHOPPING MALL과 연결된 SANDTON OFFICE TOWER 18층에 위치해 있다.    - R24 도로를 JOHANNESBURG방향으로 주행(약 15KM)한다.     - N3 도로표지판이 나오면 PRETORIA 방향으로 주행(약 15KM)한다.     - MARLBORO 도로 표지판이 나오면 SANDTON방향으로 주행(약 5KM)한다.     - MARLBORO도로와 SOUTH도로 교차점에서 우회전, 약 3KM 계속 주행한다.     - SOUTH 도로와 RIVONIA도로 교차점에서 좌회전, 약 1KM 계속 주행한다.     - RIVONIA 도로에서 SANDTON OFFICE TOWER 쪽으로 우회전한다. "
92.0,덴마크,코펜하겐 무역관," ㅇ 주소: Holbergsgade 14 3rd Fl., DK-1057 Copenhagen K, Denmark     ㅇ 전화: (+45) 3312-6658     ㅇ 이메일: info@kotra.dk  * 우편배송시 수령자란에 KOTRA를 반드시 기입해야 하며 배달이 안될 경우 한국처럼 유선으로 수취자를 찾아주지 않고 한국으로 재배송되기 때문에 사전에 무역관에 통보가 꼭 필요하다.", ㅇ 택시 이용 시 (약 20분 소요)    - 공항에서 코펜하겐 무역관까지 택시요금은 300~350덴마크 크로네($50 내외) 정도이며 약 20분 정도면 KOTRA 코펜하겐 무역관에 도착할 수 있다.     ㅇ 버스 이용 시 (약 50분 소요)    - 공항에서 31번 버스를 타고(공항에서 31번 버스 정류장까지 도보로 15분 소요) B&oslash;rsen 정류장에 하차 후 국회의사당 반대방향으로 도보로 이동하면 우측에 회색의 큰 빌딩 National Bank를 볼 수 있다. 이 거리가 코펜하겐 무역관이 소재하고 있는 Holbergsgade이며 여기서 약 2~3분 정도 도보로 더 이동하면 1층에 Fuego라는 레스토랑이 있다. 코펜하겐 무역관은 이 건물의 3층에 위치하고 있다.   ㅇ 지하철 이용 시 (약 25분 소요)    - 공항에서 M2라인을 타고 Kongens Nytorv역에서 하차 후 역 밖으로 나와 Magasin 백화점을 등지고 오른쪽으로 걸어오면 전면에 회색의 큰 빌딩 National Bank를 볼 수 있다. 이 거리가 코펜하겐 무역관이 소재하고 있는 Holbergsgade이며 여기서 약 2~3분 정도 도보로 더 이동하면 1층에 Fuego라는 레스토랑이 있다. 코펜하겐 무역관은 이 건물의 3층에 위치하고 있다.
93.0,홍콩,홍콩무역관,"주소: Rm. 3102, 31/F, Central Plaza, 18 Harbour Road, Wanchai, Hong Kong  (香港灣仔港灣道 18號中環廣場31樓 3102室)대표 전화번호: +852-2545-9500대표 메일: kotrahk@kotra.or.kr","ㅇ 공항철도&amp;전철 이용시   공항에서 공항철도(Airport Express Line, AEL)를 타면 홍콩역까지 25분 정도 소요되며 요금은 115홍콩달러다. 홍콩역에서 환승 통로를 이용해서 센트럴(Central)역에 이르면 아일랜드 라인의 차이완(Chai Wan)행 열차에 탑승해 2번째 정거장인 완차이(Wan Chai)역에서 하차한다. 완차이역 A5 출구로 나오면 홍콩 전시컨벤션 센터(HKCEC)로 이어지는 육교를 발견할 수 있으며, 5분 정도 걸으면 이민국  오른편의 센트럴플라자(Central Plaza) 건물을 찾을 수 있다.또는 센트럴역에서 차이완행 열차에 탑승해 바로 다음 정거장인 애드미럴티(Admiralty)역에서 하차한다. 로우/록마자우(Lo Wu/Lok Ma Chau)행 열차로 갈아탄 후 다음 장거장인 전시장(Exhibition Centre)역에서 하차한다. 전시장역 B3출구로 나오면 홍콩 전시컨벤션 센터(HKCEC)로 이어지는 육교를 발견할 수 있으며, 5분 정도 걸으면 센트럴플라자(Central Plaza) 건물을 찾을 수 있다. ㅇ 버스 이용 시 공항에서 A11번 버스에 탑승해 Fleming Road, Hennessy Road 에서 하차한다. 버스 요금은 1인당 41.9홍콩달러(어린이, 노인은 50% 적용)로 매 15~20분 간격으로 아침 6시부터 저녁 12시 10분까지 운행한다(배차간격은 평일 기준 20~30분). 공항에서 홍콩 무역관까지는 약 55분 정도 소요된다.  ㅇ 택시 이용 시 공항의 택시 정거장을 통해 홍콩섬 방면 택시에 탑승한 뒤 택시기사에게 완차이 Central Plaza를 목적지로 가달라고 한다. 택시기사가 영어를 못하는 경우도 종종 있으니 한자로 된 주소를 보여주는 것이 가장 확실하다. 요금은 약 350~400홍콩달러(거리/시간 병산제로 차이가 발생할 수 있음)로 다른 교통수단에 비해 비싼 편이다.    센트럴플라자 건물에 도착해 에스컬레이터를 타고 올라가면 28~35층 전용 엘리베이터를 찾을 수 있다. 31층에 내리면 3102호의 홍콩 무역관을 찾을 수 있다. "
94.0,필리핀,마닐라무역관,"  ㅇ 주소: KOTRA, Unit 1, 14th Fl. Ore Central, 31st Street, Corner 9th Avenue, Bonifacio Global City, Taguig, Metro Manila   ㅇ 전화번호: (63-2)8894-4084/ 8843-2155  ㅇ 이메일: manila@kotra.or.kr ",  ㅇ 마닐라 니노이아키노 국제공항 출발 시    - 택시: 공항에서 택시로 약 30~50분 소요      ㅇ 건물 도착 후      - 로비에서 방문객 등록 후 임시 출입증을 제공하고 있다. 무역관 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋다.
95.0,스위스,취리히 무역관,"  ㅇ 주소: Claridenstrasse 22, 8002 Zurich, Switzerland  ㅇ 전화번호: +41 44 503 5300  ㅇ 팩스: +41 44 202 4318  ㅇ 이메일: ktc@kotra.ch","  ㅇ 공항 출발 시        - 기차: Zurich Hauptbahnhof에서 하차(복수 노선 운행) 후 11번 트램으로 Boersenstrasse 하차, 트램 진행 방향을 보고 오른쪽 도로로 도보 3분 이동    - 트램: 공항에서 10번 트램 탑승, Milchbuch에서 9번으로 환승,  Boersenstrasse 하차, 트램 진행 방향을 보고 오른쪽 도로로 도보 3분 이동    - 택시: 공항에서 일반 택시 이용 시 약 60스위스프랑 예상    ㅇ 건물 도착 후       -  VZ 맞은 편 입구로 들어온 후, 1층 오른쪽 문 이용"
96.0,슬로바키아,KOTRA 브라티슬라바무역관,"  ㅇ 대표 전화 : +421-2-2129-3450  ㅇ 대표 이메일 : bts_ktc@kotra.or.kr  ㅇ 주소 : Cintorinska 2333/9, 811 08, Bratislava, Slovak Republic","  ㅇ 공항 택시 이용    - 비엔나 공항에서 KOTRA브라티슬라바 무역관으로 이동하는 편도 택시 비용은 약 70~100유로이며, 소요시간은 약 50분 내외이다.    - 브라티슬라바 공항에서 KOTRA브라티슬라바 무역관으로 이동하는 편도 택시 비용은 약 10~15유로이며, 소요시간은 15분 내외이다.  ㅇ 대중교통(버스) 이용    - 비엔나 공항 : 고속버스를 이용하면 Autobusov&aacute; stanica Mlynsk&eacute; nivy 버스정류장에 하차 가능(약 1시간 소요, 10~20유로, 성인 26~59세 기준). 브라티슬라바 무역관은 nivy 버스정류장에서 42번(Ondrejsk&yacute; cintor&iacute;n 정류장 하차), 60, 72번(Cintorinska 정류장 하차) 버스로 찾아올 수 있다. 비엔나공항-브라티슬라바 고속버스 노선 서비스 제공업체는 Slovak Lines(http://www.slovaklines.sk/), Regio Jet(https://www.regiojet.sk/), Flix Bus(https://www.flixbus.sk/) 총 3개사가 있으며, 홈페이지에서 신용카드를 이용하여 간편하게 예매할 수 있다.    - 브라티슬라바 공항 : 시내버스 61번 또는 96번을 이용해 시내에서 하차하여 도보 또는 트램으로 브라티슬라바 무역관에 올 수 있으며 소요시간은 약 40분 내외이다."
97.0,스리랑카,KOTRA 콜롬보 무역관,"  ㅇ 주소: 3rd Floor, No.59, Edward Lane, Colombo 03, Sri Lanka  ㅇ 전화: (+94) 11 259 7494  ㅇ 팩스: (+94) 11 259 1818","  ㅇ 반나라나이크(Bandaranayake) 국제공항에서 택시로 이동한다 (공항버스 등의 대중교통 없음). 공항에서 무역관까지 Uber 택시를 이용할 경우 요금은 약 5,000 스리랑카 루피(약 USD 18)이다.   ㅇ 콜롬보 시내 Kollupitiya(콜루피티야, Colombo 3 지역)으로 이동하다가, Thummulla(툼물라) 교차로에서 Duplication Road 방향으로 가다가 HSBC 은행까지 가기 바로 전 오른쪽 옆길로 진입하면 그 도로가 Edward Lane이고, 오른쪽 2번째 하얀색 건물 3층(한국식으로 4층)에 위치해 있다. 인근에는 삼성전자 매장, Lanka Ashok Leyland PLC(시내버스 제조 기업) 사무실이 있다. "
98.0,요르단,암만무역관 (KOTRA Amman),"  ㅇ 주소: Office No. 303 &amp; 304 (3rd Floor), Campbell Gray Living Building, Abdali St., New Abdali area, P.O Box 940593 Amman, 11194 Jordan     - 무역관으로 우편배송시에는 DHL, 프리미엄EMS, 일반EMS 등을 사용할 수 있는데, DHL과 프리미엄EMS의 경우 현지 통관/배송비가 과다 발생할 수 있으므로 일반EMS 사용이 권장된다.   ㅇ 위치: 퀸 알리아공항에서 북쪽으로 약 36km 떨어져 있으며, 암만 내 신도시인 압달리(Abdali) 지역의 법원(아랍어로 까스릴 아딜) 앞에 위치하고 있다.     -  Google map에서 Kotra Amman으로 검색시, 위치 및 경로 확인이 가능하다.  *링크: https://maps.app.goo.gl/7ekMnHku756PPS9r7  ㅇ 대표번호: +962-6-510-4060  ㅇ 대표이메일: kotra3@kotraamm.com  ㅇ 홈페이지     - (요르단인 대상) SNS 홈페이지: https://www.facebook.com/JordanKotra/     - (한국인 대상) https://www.kotra.or.kr/amman/index.do","1) JoLimo 서비스 이용  ㅇ 공항과 시내를 오가는 리무진 승용차 서비스를 이용할 수 있다. 보통 ID4 또는 ID6 차량을 운행하며 가격은 시내-공항 간 편도 20요르단디나르(2024년 5월 기준)이다. 차량 대수별로 요금이 징수되므로 1개 차량에 복수 인원이 탑승해도 추가 요금은 없다. 요금은 반드시 현금으로 준비했다가 운행 종료 후 리무진 기사에게 직접 전달해야 한다. 별도 영수증을 끊어주지 않으므로 유의해야 한다.       - 리무진 서비스 웹사이트 주소: https://jolimos.com/2) 기타 운송수단 이용시 주의사항  ㅇ 공항 터미널 밖으로 나오면 공항 전용 택시가 항상 대기하고 있으며, 보통 택시 출차 관리자도 함께 대기하고 있다. 공항 전용 택시를 이용할 경우, 공항에서 암만 시내까지의 요금은 현지화로 약 25 요르단 디나르(약 35달러 상당)로 공항에서 특정지역까지 이동 시 금액이 고정되어 있다. 공항에서 무역관까지 이동 시간은 약 30-40분이 소요된다. 택시 기사에게 압달리 몰로 가자고 말한 뒤 핸드폰 지도를 이용해 무역관 위치를 보여주는 것이 바람직하다.  ㅇ 공항에서 시내로 가는 버스가 30분마다 있다. 티켓은 편도 3.5요르단디나르이며, 공항 도착 터미널 밖 부스에서 티켓을 반드시 구매해야 한다. 공항 출발 뒤 암만 시내 7th Circle에서 잠시 정차하며, 이후 최종 목적지인 북부 터미널(아랍어: 무잠마 샤말)에 정차한다. 무역관으로 가기 위해서는 7th Circle에서 하차한 뒤 택시(노란색)를 타거나 Uber를 이용해야 한다(약 5~10분 거리). 동일하게 공항으로 이동 시에도 해당 루트를 활용할 수 있다.  ㅇ 퀸 알리아 공항에서 우버 또는 카림 등의 공유형 운송 플랫폼을 이용하는 것은 불법이다. 이에 경찰 검문에서 적발될 시 여권을 요구하는 등의 곤란한 상황이 발생할 수 있다. 공항에서 해당 플랫폼을 이용하기보다는 공식적으로 운영하는 공항 택시를 이용하는 것이 바람직하다. 참고로 일반 택시와 비용차이는 크지 않다. [자료: KOTRA 암만무역관 자체 보유자료]"
